2.68,0.4573,-1.5043,3.2625,0,0.9583,Infinity
2.69,0.4423,-1.4978,3.2669,0,0.9608,Infinity
2.7,0.4273,-1.5002,3.2712,0,0.9631,Infinity
2.71,0.4123,-1.4996,3.2753,0,0.9654,Infinity
2.72,0.3973,-1.4989,3.2793,0,0.9677,Infinity
2.73,0.3823,-1.5016,3.2831,0,0.9699,Infinity
2.74,0.3673,-1.4974,3.2868,0,0.972,Infinity
2.75,0.3523,-1.5037,3.2903,0,0.9741,Infinity
2.76,0.3373,-1.4956,3.2937,0,0.9761,Infinity
2.77,0.3223,-1.502,3.2969,0,0.9781,Infinity
2.78,0.3073,-1.5012,3.3,0,0.98,Infinity
2.79,0.2924,-1.5003,3.3029,0,0.9818,Infinity
2.8,0.2774,-1.4949,3.3057,0,0.9836,Infinity
2.8101,0.2623,-1.5021,3.3083,0,0.9853,Infinity
2.82,0.2473,-1.5012,3.3108,0,0.9869,Infinity
2.83,0.2323,-1.5,3.3131,0,0.9884,Infinity
2.84,0.2173,-1.4986,3.3153,0,0.9898,Infinity
2.85,0.2024,-1.5026,3.3173,0,0.9912,Infinity
2.86,0.1874,-1.4954,3.3192,0,0.9924,Infinity
2.8701,0.1723,-1.4993,3.3209,0,0.9936,Infinity
2.88,0.1573,-1.5046,3.3225,0,0.9947,Infinity
2.89,0.1423,-1.4961,3.3239,0,0.9957,Infinity
2.9,0.1273,-1.5018,3.3252,0,0.9966,Infinity
2.91,0.1124,-1.5004,3.3263,0,0.9974,Infinity
2.92,0.0974,-1.4985,3.3273,0,0.9981,Infinity
2.9301,0.0824,-1.4954,3.3281,0,0.9986,Infinity
2.94,0.0673,-1.5069,3.3288,0,0.9991,Infinity
2.9501,0.0523,-1.4879,3.3293,0,0.9995,Infinity
2.9602,0.0371,-1.5012,3.3297,0,0.9998,Infinity
2.9703,0.022,-1.5005,3.3299,0,0.9999,Infinity
